37060248,37060265,114
37060256,1236641346,114
37060265,7875035064,114
37060270,37060256,114
37060277,37060311,114
37060290,7875035059,114
37060299,7875035062,114
37060302,37060299,114
37060311,37060313,114
37060313,37060330,114
37060322,37060302,114
37060330,37060339,114
37060339,202442122,114
37074845,471855230,114
37074854,471855236,116
37074861,471855234,114
37074868,471855253,116
37074878,471855252,114
37074887,37074907,116
37074897,471855255,114
37074907,37074923,116
37074915,37074897,114
37074923,471855247,116
37074932,37074915,114
37074939,471855249,116
37074945,471855246,114
37074956,1240364416,116
37074965,471855248,114
37074967,37074982,116
37074974,1240364204,115
37074982,202194556,64
37074982,1240364344,115
37074990,37074974,115
37075000,8995775739,115
37075010,7401398093,112
37075017,37075035,115
37075028,7401376259,111
37075035,37075056,115
37075049,7401398058,111
37075056,37075071,115
37075066,7401398087,111
37075071,37075082,115
37075078,7401398061,111
37075082,1240364368,115
37075089,7401398125,111
37075094,1910902441,115
37075103,1240364033,111
37075112,657365345,90
37075112,1240364127,114
37075116,1910902442,111
37075122,1240363429,112
37075124,5534594687,112
37075124,5534594688,58
37075135,37075124,113
37075148,1240364317,112
37075157,9034869176,113
37075177,37075207,111
37075195,1240362602,113
37075207,472205588,111
37075220,37075195,113
37075229,8977239841,110
37075250,308338395,112
37075260,37075274,109
37075268,308339281,110
37075274,1910902511,92
37075284,37075268,110
37075303,1240364645,110
37095750,37095782,100
37095758,472461326,94
37095766,37095758,94
37095773,37095766,94
37095782,37095788,100
37095788,472460402,100
37095805,37095815,94
37095805,472460417,95
37095815,37095824,94
37095824,37095836,94
37095836,37095773,94
37095845,37095856,85
37095845,472460401,103
37095856,37095864,85
37095864,472460426,85
37095877,37095884,85
37095884,37095895,85
37095895,37095901,85
37095901,37095920,85
37095920,1234398078,96
37125452,502124240,99
37125459,38446539,99
37125459,303891282,94
37125465,1240362341,99
37129017,304451261,89
37129017,2812619077,115
37129025,304451133,115
37129041,2812619082,115
37129054,1913884173,114
37129060,304443197,114
37129085,304441627,114
37129092,2812619090,116
37129106,304440580,116
37129130,304439707,116
37129145,38107965,117
38107569,303455145,119
38107587,2812619140,119
38107598,304173184,119
38107615,304173822,119
38107640,2812619137,119
38107649,304174441,119
38107666,304175510,113
38107684,2812619133,113
38107697,304176435,116
38107709,304176571,116
38107718,304176630,116
38107730,2812619120,116
38107732,2812619119,116
38107754,304177329,119
38107760,304177413,119
38107768,304178411,119
38107784,2812619108,119
38107795,304178924,119
38107812,304179087,119
38107829,304420949,119
38107844,304420947,119
38107863,304424915,117
38107896,2812619098,117
38107919,304429385,117
38107948,304436778,117
38107965,304437781,117
38446530,1240362359,96
38446531,303891372,96
38446532,303891373,96
38446533,37125452,96
38446535,502124329,96
38446536,38446535,96
38446537,303890916,96
38446538,303890915,96
38446539,1240363536,99
201945435,201980952,116
201945498,201960599,64
201960595,4593545242,64
201960599,6687898310,64
201960611,6690789269,64
201960615,4593545244,64
201960630,8166452994,64
201960632,201960630,64
201960636,201960632,64
201960638,6690823225,64
201960641,7870934752,64
201960646,7735575597,64
201960648,7735568338,64
201960648,7735568384,64
201964449,201989137,95
201964449,8741327664,94
201967697,201967701,72
201967701,201967713,72
201967713,201967720,72
201967720,201967724,72
201967724,201967728,72
201967728,201967736,72
201967736,201967740,72
201967740,6694268965,72
201967744,201967749,72
201967749,201967753,72
201967753,201967757,72
201967757,659626586,81
201980952,201980955,116
201980955,303455154,116
201980959,201980963,116
201980963,303455176,116
201980967,201980970,116
201980970,303455190,116
201989133,201989137,94
201989133,7353575605,95
201989137,201964449,94
201989137,201989133,95
201989144,201989150,94
201989144,7019356336,95
201989150,201989144,95
201989150,6691205877,94
201989154,6691205877,95
201989154,7038527236,88
202175108,6690591206,64
202175250,202417586,55
202175250,9097525871,53
202175327,202420184,37
202175327,6709422951,40
202175405,2585393608,49
202175405,7016620539,57
202175419,202246501,66
202175436,202279419,38
202175452,202447710,55
202175452,202490833,51
202175466,202262950,28
202175474,202472340,60
202175474,3248457807,54
202175515,202495727,45
202175515,6225742759,43
202175629,7147904261,40
202175629,7934527504,51
202175641,5831310278,72
202175641,8433935685,68
202175883,4628089631,55
202175883,6688139285,55
202175908,202224065,52
202175908,6687963553,61
202175938,202242302,72
202175938,202411483,71
202176334,202176594,66
202176334,7018663850,64
202176341,202176345,67
202176341,202411714,115
202176345,202176350,71
202176350,202176351,71
202176351,202176359,71
202176359,202176363,71
202176363,202176365,71
202176365,308830992,67
202176366,308830993,67
202176368,308830994,67
202176371,304570265,63
202176374,304568654,64
202176495,6321669147,59
202176502,202176506,51
202176502,202440998,50
202176506,202176502,50
202176506,7983270413,51
202176594,202176334,64
202176594,7049138475,66
202176614,3271421991,45
202176614,3271421992,45
202176618,3271421984,45
202176618,3271421986,45
202176692,202176697,70
202176692,202290599,43
202176692,306622851,36
202176697,202176702,70
202176702,1240363910,70
202176707,202477730,107
202176980,472848150,96
202176983,6712458114,95
202176985,202176988,61
202176988,9056122913,61
202177016,202220109,55
202177016,202366978,49
202177171,308013314,32
202177298,6691180061,64
202177298,7031162597,64
202177321,37075303,110
202177450,7878190088,119
202177456,6347928695,46
202177500,9048175494,56
202177537,202479706,111
202177548,306637726,111
202177548,959989709,77
202177552,306638701,73
202177572,1241355243,68
202177572,2817385325,115
202177576,306535321,68
202177579,306535314,76
202177579,1241355752,57
202177590,5718179537,31
202177590,7639092247,32
202177597,202302533,80
202177597,7936301152,79
202177624,202482844,37
202177627,202177632,52
202177632,202177635,52
202177635,304905549,52
202177638,304905546,114
202177658,4796265947,44
202177658,7019424576,44
202177680,1817938389,51
202177682,202177680,51
202177684,202177682,51
202177684,202177706,64
202177684,202202005,70
202177686,202177684,57
202177686,202202013,58
202177689,1236641062,57
202177689,1236641302,114
202177696,202177682,49
202177699,202177696,49
202177704,202177699,49
202177706,202177684,70
202177706,202177704,49
202177706,7048238302,64
202177730,304905136,63
202177746,304905211,116
202177758,304905078,56
202177760,202177758,56
202177763,202177760,56
202177766,202177763,56
202177769,202177766,56
202177772,202177769,56
202177774,202177772,56
202177775,202177774,56
202177779,6411162554,52
202177788,202500757,88
202177788,202500762,85
202177800,202403376,85
202177800,202500744,85
202177811,6334643708,49
202177824,202477533,119
202177835,202204540,62
202177835,6694363403,62
202177852,202185317,104
202177956,202177959,66
202177956,1240362449,77
202177959,202177968,66
202177968,202177970,66
202177970,306623412,66
202177987,9032111152,53
202178024,202178030,71
202178030,202178035,71
202178035,202178040,71
202178040,1240363120,71
202178059,202480435,48
202178059,5944390163,48
202178083,1777901483,63
202178088,202178083,63
202178095,1777901482,60
202178099,1777901477,60
202178099,1777901496,63
202178099,7783403562,65
202178105,202206682,65
202178105,1777901478,76
202178105,1777901484,63
202178106,1777901494,76
202178108,1777901491,76
202178124,202418210,100
202178157,202395570,38
202178157,202395573,38
202178164,202394012,100
202178164,1777901473,82
202178168,202178105,82
202178168,1777901490,82
202178282,202200804,94
202178292,304153688,82
202178347,304472614,82
202178352,202178347,82
202178357,202178352,82
202178359,202178357,82
202178363,202178359,82
202178369,202178363,82
202178369,5994391345,93
202178602,305550380,41
202178602,1913884089,46
202178602,7018732669,42
202178623,202477828,103
202178703,307882272,96
202178796,308053712,96
202178803,202178703,94
202179013,303886609,63
202179065,202367926,64
202179065,202367929,70
202179123,202367718,61
202179123,202367727,66
202179150,202525020,66
202179150,202525024,66
202179218,2479178106,51
202179218,2479178144,53
202179227,202225509,69
202179273,202213757,72
202179874,618529464,24
202179877,202224256,47
202179877,1777886662,45
202179973,202437232,64
202179973,202437234,64
202180027,202180030,77
202180027,202286354,61
202180027,6473943882,62
202180034,202180038,77
202180038,202180044,77
202180044,202180047,77
202180047,202180049,77
202180049,1933110533,77
202180052,202180056,77
202180056,202186141,101
202180070,202390981,64
202180070,4587885233,64
202180095,202437281,64
202180095,202437284,64
202180238,202180245,90
202180238,202413174,97
202180245,7307052205,90
202180249,202178369,90
202180264,202180268,93
202180268,304154110,93
202180274,7304143082,95
202180294,202411711,111
202180339,202418065,74
202180343,202412342,116
202180345,305096872,80
202180370,202180373,70
202180373,202180377,70
202180377,202180381,70
202180381,7304140435,70
202180385,7304140434,55
202180388,202180392,55
202180392,202180396,55
202180396,202180405,55
202180405,7304140433,62
202180414,202286343,60
202180414,202286348,57
202180699,202208591,36
202180699,3434890028,38
202180746,202240476,76
202180748,306630872,75
202180755,202180748,75
202180758,202180755,75
202180763,202442012,110
202180763,306630873,75
202180971,202390805,64
202180971,202390812,64
202180997,202402612,55
202180997,202402615,54
202180997,4608391353,30
202181218,202181212,48
202181222,7304130626,48
202181227,202181222,48
202181227,202227905,42
202181320,7850481216,92
202181334,202539277,48
202181334,6695088424,50
202181341,306629910,101
202181343,1240364405,99
202181347,1354454881,99
202181354,306623140,99
202181354,306623269,105
202181563,303885770,81
202181566,303885771,81
202181572,202181566,81
202181577,202181572,81
202181581,202181577,81
202181585,303885772,81
202181692,202312571,60
202181692,8484878828,57
202181993,202218945,36
202181993,5991793403,39
